symbol,nse,bse,tradingview
PRITI,PRITI,,NSE:PRITI
PRITIKAUTO,PRITIKAUTO,,NSE:PRITIKAUTO
PRIVISCL,PRIVISCL,,NSE:PRIVISCL
PROSTARM,PROSTARM,,NSE:PROSTARM
PROTEAN,PROTEAN,,NSE:PROTEAN
PROZONER,PROZONER,,NSE:PROZONER
PRSMJOHNSN,PRSMJOHNSN,,NSE:PRSMJOHNSN
PRUDENT,PRUDENT,,NSE:PRUDENT
PRUDMOULI,PRUDMOULI,,NSE:PRUDMOULI
PSB,PSB,,NSE:PSB
PSPPROJECT,PSPPROJECT,,NSE:PSPPROJECT
PTC,PTC,,NSE:PTC
PTCIL,PTCIL,,NSE:PTCIL
PTL,PTL,,NSE:PTL
PUNJABCHEM,PUNJABCHEM,,NSE:PUNJABCHEM
PURVA,PURVA,,NSE:PURVA
PVP,PVP,,NSE:PVP
PVRINOX,PVRINOX,,NSE:PVRINOX
PVSL,PVSL,,NSE:PVSL
PWL,PWL,,NSE:PWL
PYRAMID,PYRAMID,,NSE:PYRAMID
QPOWER,QPOWER,,NSE:QPOWER
QUADFUTURE,QUADFUTURE,,NSE:QUADFUTURE
QUESS,QUESS,,NSE:QUESS
QUICKHEAL,QUICKHEAL,,NSE:QUICKHEAL
QUINTEGRA,QUINTEGRA,,NSE:QUINTEGRA
RACE,RACE,,NSE:RACE
RACLGEAR,RACLGEAR,,NSE:RACLGEAR
RADAAN,RADAAN,,NSE:RADAAN
RADHIKAJWE,RADHIKAJWE,,NSE:RADHIKAJWE
RADIANTCMS,RADIANTCMS,,NSE:RADIANTCMS
RADICO,RADICO,,NSE:RADICO
RADIOCITY,RADIOCITY,,NSE:RADIOCITY
RAILTEL,RAILTEL,,NSE:RAILTEL
RAIN,RAIN,,NSE:RAIN
RAINBOW,RAINBOW,,NSE:RAINBOW
RAJESHEXPO,RAJESHEXPO,,NSE:RAJESHEXPO
RAJMET,RAJMET,,NSE:RAJMET
RAJOOENG,RAJOOENG,,NSE:RAJOOENG
RAJRATAN,RAJRATAN,,NSE:RAJRATAN
RAJRILTD,RAJRILTD,,NSE:RAJRILTD
RAJSREESUG,RAJSREESUG,,NSE:RAJSREESUG
RAJTV,RAJTV,,NSE:RAJTV
RAJVIR,RAJVIR,,NSE:RAJVIR
RALLIS,RALLIS,,NSE:RALLIS
RAMANEWS,RAMANEWS,,NSE:RAMANEWS
RAMAPHO,RAMAPHO,,NSE:RAMAPHO
RAMASTEEL,RAMASTEEL,,NSE:RAMASTEEL
RAMCOCEM,RAMCOCEM,,NSE:RAMCOCEM
RAMCOIND,RAMCOIND,,NSE:RAMCOIND
RAMCOSYS,RAMCOSYS,,NSE:RAMCOSYS
RAMKY,RAMKY,,NSE:RAMKY
RAMRAT,RAMRAT,,NSE:RAMRAT
RANASUG,RANASUG,,NSE:RANASUG
RANEHOLDIN,RANEHOLDIN,,NSE:RANEHOLDIN
RATEGAIN,RATEGAIN,,NSE:RATEGAIN
RATNAMANI,RATNAMANI,,NSE:RATNAMANI
RATNAVEER,RATNAVEER,,NSE:RATNAVEER
RAYMOND,RAYMOND,,NSE:RAYMOND
RAYMONDLSL,RAYMONDLSL,,NSE:RAYMONDLSL
RAYMONDREL,RAYMONDREL,,NSE:RAYMONDREL
RBA,RBA,,NSE:RBA
RBLBANK,RBLBANK,,NSE:RBLBANK
RBZJEWEL,RBZJEWEL,,NSE:RBZJEWEL
RCF,RCF,,NSE:RCF
RCOM,RCOM,,NSE:RCOM
RECLTD,RECLTD,,NSE:RECLTD
REDINGTON,REDINGTON,,NSE:REDINGTON
REDTAPE,REDTAPE,,NSE:REDTAPE
REFEX,REFEX,,NSE:REFEX
REGAAL,REGAAL,,NSE:REGAAL
REGENCERAM,REGENCERAM,,NSE:REGENCERAM
RELAXO,RELAXO,,NSE:RELAXO
RELCHEMQ,RELCHEMQ,,NSE:RELCHEMQ
RELIABLE,RELIABLE,,NSE:RELIABLE
RELIANCE,RELIANCE,,NSE:RELIANCE
RELIGARE,RELIGARE,,NSE:RELIGARE
RELINFRA,RELINFRA,,NSE:RELINFRA
RELTD,RELTD,,NSE:RELTD
REMSONSIND,REMSONSIND,,NSE:REMSONSIND
RENUKA,RENUKA,,NSE:RENUKA
REPCOHOME,REPCOHOME,,NSE:REPCOHOME
REPL,REPL,,NSE:REPL
REPRO,REPRO,,NSE:REPRO
RESPONIND,RESPONIND,,NSE:RESPONIND
RETAIL,RETAIL,,NSE:RETAIL
RGL,RGL,,NSE:RGL
RHETAN,RHETAN,,NSE:RHETAN
RHIM,RHIM,,NSE:RHIM
RHL,RHL,,NSE:RHL
RICOAUTO,RICOAUTO,,NSE:RICOAUTO
RIIL,RIIL,,NSE:RIIL
RISHABH,RISHABH,,NSE:RISHABH
RITCO,RITCO,,NSE:RITCO
RITES,RITES,,NSE:RITES
RKDL,RKDL,,NSE:RKDL
RKEC,RKEC,,NSE:RKEC
RKFORGE,RKFORGE,,NSE:RKFORGE
RKSWAMY,RKSWAMY,,NSE:RKSWAMY
RMDRIP,RMDRIP,,NSE:RMDRIP
RML,RML,,NSE:RML
RNBDENIMS,RNBDENIMS,,NSE:RNBDENIMS
ROHLTD,ROHLTD,,NSE:ROHLTD
ROLEXRINGS,ROLEXRINGS,,NSE:ROLEXRINGS
ROLLT,ROLLT,,NSE:ROLLT
ROML,ROML,,NSE:ROML
ROSSARI,ROSSARI,,NSE:ROSSARI
ROSSELLIND,ROSSELLIND,,NSE:ROSSELLIND
ROSSTECH,ROSSTECH,,NSE:ROSSTECH
ROTO,ROTO,,NSE:ROTO
ROUTE,ROUTE,,NSE:ROUTE
RPEL,RPEL,,NSE:RPEL
RPGLIFE,RPGLIFE,,NSE:RPGLIFE
RPOWER,RPOWER,,NSE:RPOWER
RPPINFRA,RPPINFRA,,NSE:RPPINFRA
RPPL,RPPL,,NSE:RPPL
RPSGVENT,RPSGVENT,,NSE:RPSGVENT
RPTECH,RPTECH,,NSE:RPTECH
RRKABEL,RRKABEL,,NSE:RRKABEL
RSSOFTWARE,RSSOFTWARE,,NSE:RSSOFTWARE
RSWM,RSWM,,NSE:RSWM
RSYSTEMS,RSYSTEMS,,NSE:RSYSTEMS
RTNINDIA,RTNINDIA,,NSE:RTNINDIA
RTNPOWER,RTNPOWER,,NSE:RTNPOWER
RUBFILA,RUBFILA,,NSE:RUBFILA
RUBICON,RUBICON,,NSE:RUBICON
RUBYMILLS,RUBYMILLS,,NSE:RUBYMILLS
RUCHINFRA,RUCHINFRA,,NSE:RUCHINFRA
RUCHIRA,RUCHIRA,,NSE:RUCHIRA
RUDRA,RUDRA,,NSE:RUDRA
RUPA,RUPA,,NSE:RUPA
RUSHIL,RUSHIL,,NSE:RUSHIL
RUSTOMJEE,RUSTOMJEE,,NSE:RUSTOMJEE
RVHL,RVHL,,NSE:RVHL
RVNL,RVNL,,NSE:RVNL
RVTH,RVTH,,NSE:RVTH
S&SPOWER,S&SPOWER,,NSE:S&SPOWER
SAATVIKGL,SAATVIKGL,,NSE:SAATVIKGL
SABEVENTS,SABEVENTS,,NSE:SABEVENTS
SADBHAV,SADBHAV,,NSE:SADBHAV
SADBHIN,SADBHIN,,NSE:SADBHIN
SADHNANIQ,SADHNANIQ,,NSE:SADHNANIQ
SAFARI,SAFARI,,NSE:SAFARI
SAGARDEEP,SAGARDEEP,,NSE:SAGARDEEP
SAGCEM,SAGCEM,,NSE:SAGCEM
SAGILITY,SAGILITY,,NSE:SAGILITY
SAHYADRI,SAHYADRI,,NSE:SAHYADRI
SAIL,SAIL,,NSE:SAIL
SAILIFE,SAILIFE,,NSE:SAILIFE
SAKAR,SAKAR,,NSE:SAKAR
SAKHTISUG,SAKHTISUG,,NSE:SAKHTISUG
SAKSOFT,SAKSOFT,,NSE:SAKSOFT
SAKUMA,SAKUMA,,NSE:SAKUMA
SALASAR,SALASAR,,NSE:SALASAR
SALONA,SALONA,,NSE:SALONA
SALSTEEL,SALSTEEL,,NSE:SALSTEEL
SALZERELEC,SALZERELEC,,NSE:SALZERELEC
SAMBHAAV,SAMBHAAV,,NSE:SAMBHAAV
SAMBHV,SAMBHV,,NSE:SAMBHV
SAMHI,SAMHI,,NSE:SAMHI
SAMMAANCAP,SAMMAANCAP,,NSE:SAMMAANCAP
SAMPANN,SAMPANN,,NSE:SAMPANN
SANATHAN,SANATHAN,,NSE:SANATHAN
SANCO,SANCO,,NSE:SANCO
SANDESH,SANDESH,,NSE:SANDESH
SANDHAR,SANDHAR,,NSE:SANDHAR
SANDUMA,SANDUMA,,NSE:SANDUMA
SANGAMIND,SANGAMIND,,NSE:SANGAMIND
SANGHIIND,SANGHIIND,,NSE:SANGHIIND
SANGHVIMOV,SANGHVIMOV,,NSE:SANGHVIMOV
SANGINITA,SANGINITA,,NSE:SANGINITA
SANOFI,SANOFI,,NSE:SANOFI
SANOFICONR,SANOFICONR,,NSE:SANOFICONR
SANSERA,SANSERA,,NSE:SANSERA
SANSTAR,SANSTAR,,NSE:SANSTAR
SANWARIA,SANWARIA,,NSE:SANWARIA
SAPPHIRE,SAPPHIRE,,NSE:SAPPHIRE
SARDAEN,SARDAEN,,NSE:SARDAEN
SAREGAMA,SAREGAMA,,NSE:SAREGAMA
SARLAPOLY,SARLAPOLY,,NSE:SARLAPOLY
SARVESHWAR,SARVESHWAR,,NSE:SARVESHWAR
SASKEN,SASKEN,,NSE:SASKEN
SASTASUNDR,SASTASUNDR,,NSE:SASTASUNDR
SATIA,SATIA,,NSE:SATIA
SATIN,SATIN,,NSE:SATIN
SAURASHCEM,SAURASHCEM,,NSE:SAURASHCEM
SBC,SBC,,NSE:SBC
SBCL,SBCL,,NSE:SBCL
SBFC,SBFC,,NSE:SBFC
SBGLP,SBGLP,,NSE:SBGLP
SBICARD,SBICARD,,NSE:SBICARD
SBILIFE,SBILIFE,,NSE:SBILIFE
SBIN,SBIN,,NSE:SBIN
SCHAEFFLER,SCHAEFFLER,,NSE:SCHAEFFLER
SCHAND,SCHAND,,NSE:SCHAND
SCHNEIDER,SCHNEIDER,,NSE:SCHNEIDER
SCI,SCI,,NSE:SCI
SCILAL,SCILAL,,NSE:SCILAL
SCODATUBES,SCODATUBES,,NSE:SCODATUBES
SCPL,SCPL,,NSE:SCPL
SDBL,SDBL,,NSE:SDBL
SEAMECLTD,SEAMECLTD,,NSE:SEAMECLTD
SECMARK,SECMARK,,NSE:SECMARK
SECURKLOUD,SECURKLOUD,,NSE:SECURKLOUD
SEDEMAC,SEDEMAC,,NSE:SEDEMAC
SEJALLTD,SEJALLTD,,NSE:SEJALLTD
SELMC,SELMC,,NSE:SELMC
SEMAC,SEMAC,,NSE:SEMAC
SENCO,SENCO,,NSE:SENCO
SENORES,SENORES,,NSE:SENORES
SEPC,SEPC,,NSE:SEPC
SERVOTECH,SERVOTECH,,NSE:SERVOTECH
SESHAPAPER,SESHAPAPER,,NSE:SESHAPAPER
SETCO,SETCO,,NSE:SETCO
SETL,SETL,,NSE:SETL
SETUINFRA,SETUINFRA,,NSE:SETUINFRA
SEYAIND,SEYAIND,,NSE:SEYAIND
SFL,SFL,,NSE:SFL
SGFIN,SGFIN,,NSE:SGFIN
SGIL,SGIL,,NSE:SGIL
SGL,SGL,,NSE:SGL
SGMART,SGMART,,NSE:SGMART
SHADOWFAX,SHADOWFAX,,NSE:SHADOWFAX
SHAH,SHAH,,NSE:SHAH
SHAHALLOYS,SHAHALLOYS,,NSE:SHAHALLOYS
SHAILY,SHAILY,,NSE:SHAILY
SHAKTIPUMP,SHAKTIPUMP,,NSE:SHAKTIPUMP
SHALBY,SHALBY,,NSE:SHALBY
SHALPAINTS,SHALPAINTS,,NSE:SHALPAINTS
SHANKARA,SHANKARA,,NSE:SHANKARA
SHANTI,SHANTI,,NSE:SHANTI
SHANTIGEAR,SHANTIGEAR,,NSE:SHANTIGEAR
SHANTIGOLD,SHANTIGOLD,,NSE:SHANTIGOLD
SHARDACROP,SHARDACROP,,NSE:SHARDACROP
SHARDAMOTR,SHARDAMOTR,,NSE:SHARDAMOTR
SHAREINDIA,SHAREINDIA,,NSE:SHAREINDIA
SHEKHAWATI,SHEKHAWATI,,NSE:SHEKHAWATI
SHEMAROO,SHEMAROO,,NSE:SHEMAROO
SHILCTECH,SHILCTECH,,NSE:SHILCTECH
SHILPAMED,SHILPAMED,,NSE:SHILPAMED
SHIVALIK,SHIVALIK,,NSE:SHIVALIK
SHIVAMAUTO,SHIVAMAUTO,,NSE:SHIVAMAUTO
SHIVAMILLS,SHIVAMILLS,,NSE:SHIVAMILLS
SHIVATEX,SHIVATEX,,NSE:SHIVATEX
SHIVAUM,SHIVAUM,,NSE:SHIVAUM
SHK,SHK,,NSE:SHK
SHOPERSTOP,SHOPERSTOP,,NSE:SHOPERSTOP
SHRADHA,SHRADHA,,NSE:SHRADHA
SHREDIGCEM,SHREDIGCEM,,NSE:SHREDIGCEM
SHREECEM,SHREECEM,,NSE:SHREECEM
SHREEJISPG,SHREEJISPG,,NSE:SHREEJISPG
SHREEPUSHK,SHREEPUSHK,,NSE:SHREEPUSHK
SHREERAMA,SHREERAMA,,NSE:SHREERAMA
SHRENIK,SHRENIK,,NSE:SHRENIK
SHREYANIND,SHREYANIND,,NSE:SHREYANIND
SHRINGARMS,SHRINGARMS,,NSE:SHRINGARMS
SHRIPISTON,SHRIPISTON,,NSE:SHRIPISTON
SHRIRAMFIN,SHRIRAMFIN,,NSE:SHRIRAMFIN
SHRIRAMPPS,SHRIRAMPPS,,NSE:SHRIRAMPPS
SHYAMCENT,SHYAMCENT,,NSE:SHYAMCENT
SHYAMMETL,SHYAMMETL,,NSE:SHYAMMETL
SHYAMTEL,SHYAMTEL,,NSE:SHYAMTEL
SICALLOG,SICALLOG,,NSE:SICALLOG
SIEMENS,SIEMENS,,NSE:SIEMENS
SIGACHI,SIGACHI,,NSE:SIGACHI
SIGIND,SIGIND,,NSE:SIGIND
SIGMA,SIGMA,,NSE:SIGMA
SIGMAADV,SIGMAADV,,NSE:SIGMAADV
SIGNATURE,SIGNATURE,,NSE:SIGNATURE
SIGNPOST,SIGNPOST,,NSE:SIGNPOST
SIKKO,SIKKO,,NSE:SIKKO
SIL,SIL,,NSE:SIL
SILGO,SILGO,,NSE:SILGO
SILINV,SILINV,,NSE:SILINV
SILLYMONKS,SILLYMONKS,,NSE:SILLYMONKS
SILVERTUC,SILVERTUC,,NSE:SILVERTUC
SIMBHALS,SIMBHALS,,NSE:SIMBHALS
SIMPLEXINF,SIMPLEXINF,,NSE:SIMPLEXINF
SINCLAIR,SINCLAIR,,NSE:SINCLAIR
SINDHUTRAD,SINDHUTRAD,,NSE:SINDHUTRAD
SINTERCOM,SINTERCOM,,NSE:SINTERCOM
SIRCA,SIRCA,,NSE:SIRCA
SIS,SIS,,NSE:SIS
SITINET,SITINET,,NSE:SITINET
SIYSIL,SIYSIL,,NSE:SIYSIL
SJS,SJS,,NSE:SJS
SJVN,SJVN,,NSE:SJVN
SKFINDIA,SKFINDIA,,NSE:SKFINDIA
SKFINDUS,SKFINDUS,,NSE:SKFINDUS
SKIL,SKIL,,NSE:SKIL
SKIPPER,SKIPPER,,NSE:SKIPPER
SKMEGGPROD,SKMEGGPROD,,NSE:SKMEGGPROD
SKYGOLD,SKYGOLD,,NSE:SKYGOLD
SMARTLINK,SMARTLINK,,NSE:SMARTLINK
SMARTWORKS,SMARTWORKS,,NSE:SMARTWORKS
SMCGLOBAL,SMCGLOBAL,,NSE:SMCGLOBAL
SMLMAH,SMLMAH,,NSE:SMLMAH
SMLT,SMLT,,NSE:SMLT
SMSPHARMA,SMSPHARMA,,NSE:SMSPHARMA
SNOWMAN,SNOWMAN,,NSE:SNOWMAN
SOBHA,SOBHA,,NSE:SOBHA
SOFTTECH,SOFTTECH,,NSE:SOFTTECH
SOLARA,SOLARA,,NSE:SOLARA
SOLARINDS,SOLARINDS,,NSE:SOLARINDS
SOLARWORLD,SOLARWORLD,,NSE:SOLARWORLD
SOLEX,SOLEX,,NSE:SOLEX
SOMANYCERA,SOMANYCERA,,NSE:SOMANYCERA
SOMATEX,SOMATEX,,NSE:SOMATEX
SOMICONVEY,SOMICONVEY,,NSE:SOMICONVEY
SONACOMS,SONACOMS,,NSE:SONACOMS
SONAMLTD,SONAMLTD,,NSE:SONAMLTD
SONATSOFTW,SONATSOFTW,,NSE:SONATSOFTW
SOTL,SOTL,,NSE:SOTL
SOUTHBANK,SOUTHBANK,,NSE:SOUTHBANK
SOUTHWEST,SOUTHWEST,,NSE:SOUTHWEST
SPAL,SPAL,,NSE:SPAL
SPANDANA,SPANDANA,,NSE:SPANDANA
SPARC,SPARC,,NSE:SPARC
SPCENET,SPCENET,,NSE:SPCENET
SPECIALITY,SPECIALITY,,NSE:SPECIALITY
SPECTRUM,SPECTRUM,,NSE:SPECTRUM
SPENCERS,SPENCERS,,NSE:SPENCERS
SPIC,SPIC,,NSE:SPIC
SPLIL,SPLIL,,NSE:SPLIL
SPLPETRO,SPLPETRO,,NSE:SPLPETRO
SPMLINFRA,SPMLINFRA,,NSE:SPMLINFRA
SPORTKING,SPORTKING,,NSE:SPORTKING
SRD,SRD,,NSE:SRD
SREEL,SREEL,,NSE:SREEL
SRF,SRF,,NSE:SRF
SRGHFL,SRGHFL,,NSE:SRGHFL
SRHHYPOLTD,SRHHYPOLTD,,NSE:SRHHYPOLTD
SRM,SRM,,NSE:SRM
SRPL,SRPL,,NSE:SRPL
SRTL,SRTL,,NSE:SRTL
SSDL,SSDL,,NSE:SSDL
SSWL,SSWL,,NSE:SSWL
STALLION,STALLION,,NSE:STALLION
STANLEY,STANLEY,,NSE:STANLEY
STAR,STAR,,NSE:STAR
STARCEMENT,STARCEMENT,,NSE:STARCEMENT
STARHEALTH,STARHEALTH,,NSE:STARHEALTH
STARPAPER,STARPAPER,,NSE:STARPAPER
STARTECK,STARTECK,,NSE:STARTECK
STCINDIA,STCINDIA,,NSE:STCINDIA
STEELCAS,STEELCAS,,NSE:STEELCAS
STEELCITY,STEELCITY,,NSE:STEELCITY
STEELXIND,STEELXIND,,NSE:STEELXIND
STEL,STEL,,NSE:STEL
STERTOOLS,STERTOOLS,,NSE:STERTOOLS
STLNETWORK,STLNETWORK,,NSE:STLNETWORK
STLTECH,STLTECH,,NSE:STLTECH
STOVEKRAFT,STOVEKRAFT,,NSE:STOVEKRAFT
STUDDS,STUDDS,,NSE:STUDDS
STYL,STYL,,NSE:STYL
STYLAMIND,STYLAMIND,,NSE:STYLAMIND
STYLEBAAZA,STYLEBAAZA,,NSE:STYLEBAAZA
STYRENIX,STYRENIX,,NSE:STYRENIX
SUBEXLTD,SUBEXLTD,,NSE:SUBEXLTD
SUBROS,SUBROS,,NSE:SUBROS
SUDARCOLOR,SUDARCOLOR,,NSE:SUDARCOLOR
SUDARSCHEM,SUDARSCHEM,,NSE:SUDARSCHEM
SUDEEPPHRM,SUDEEPPHRM,,NSE:SUDEEPPHRM
SUKHJITS,SUKHJITS,,NSE:SUKHJITS
SULA,SULA,,NSE:SULA
SUMEETINDS,SUMEETINDS,,NSE:SUMEETINDS
SUMICHEM,SUMICHEM,,NSE:SUMICHEM
SUMIT,SUMIT,,NSE:SUMIT
SUMMITSEC,SUMMITSEC,,NSE:SUMMITSEC
SUNCLAY,SUNCLAY,,NSE:SUNCLAY
SUNDARAM,SUNDARAM,,NSE:SUNDARAM
SUNDARMFIN,SUNDARMFIN,,NSE:SUNDARMFIN
SUNDRMBRAK,SUNDRMBRAK,,NSE:SUNDRMBRAK
SUNDRMFAST,SUNDRMFAST,,NSE:SUNDRMFAST
SUNDROP,SUNDROP,,NSE:SUNDROP
SUNFLAG,SUNFLAG,,NSE:SUNFLAG
SUNPHARMA,SUNPHARMA,,NSE:SUNPHARMA
SUNTECK,SUNTECK,,NSE:SUNTECK
SUNTV,SUNTV,,NSE:SUNTV
SUPERHOUSE,SUPERHOUSE,,NSE:SUPERHOUSE
SUPERSPIN,SUPERSPIN,,NSE:SUPERSPIN
SUPRAJIT,SUPRAJIT,,NSE:SUPRAJIT
SUPREME,SUPREME,,NSE:SUPREME
SUPREMEENG,SUPREMEENG,,NSE:SUPREMEENG
SUPREMEIND,SUPREMEIND,,NSE:SUPREMEIND
SUPREMEINF,SUPREMEINF,,NSE:SUPREMEINF
SUPRIYA,SUPRIYA,,NSE:SUPRIYA
SURAJEST,SURAJEST,,NSE:SURAJEST
SURAJLTD,SURAJLTD,,NSE:SURAJLTD
SURAKSHA,SURAKSHA,,NSE:SURAKSHA
SURANASOL,SURANASOL,,NSE:SURANASOL
SURANAT&P,SURANAT&P,,NSE:SURANAT&P
SURYALAXMI,SURYALAXMI,,NSE:SURYALAXMI
SURYAROSNI,SURYAROSNI,,NSE:SURYAROSNI
SURYODAY,SURYODAY,,NSE:SURYODAY
SUTLEJTEX,SUTLEJTEX,,NSE:SUTLEJTEX
SUVEN,SUVEN,,NSE:SUVEN
SUVIDHAA,SUVIDHAA,,NSE:SUVIDHAA
SUYOG,SUYOG,,NSE:SUYOG
SUZLON,SUZLON,,NSE:SUZLON
SVLL,SVLL,,NSE:SVLL
SVPGLOB,SVPGLOB,,NSE:SVPGLOB
SWANCORP,SWANCORP,,NSE:SWANCORP
SWANDEF,SWANDEF,,NSE:SWANDEF
SWARAJENG,SWARAJENG,,NSE:SWARAJENG
SWELECTES,SWELECTES,,NSE:SWELECTES
SWIGGY,SWIGGY,,NSE:SWIGGY
SWSOLAR,SWSOLAR,,NSE:SWSOLAR
SYMPHONY,SYMPHONY,,NSE:SYMPHONY
SYNCOMF,SYNCOMF,,NSE:SYNCOMF
SYNGENE,SYNGENE,,NSE:SYNGENE
SYRMA,SYRMA,,NSE:SYRMA
SYSTMTXC,SYSTMTXC,,NSE:SYSTMTXC
TAINWALCHM,TAINWALCHM,,NSE:TAINWALCHM
TAJGVK,TAJGVK,,NSE:TAJGVK
TAKE,TAKE,,NSE:TAKE
TALBROAUTO,TALBROAUTO,,NSE:TALBROAUTO
TANLA,TANLA,,NSE:TANLA
TARACHAND,TARACHAND,,NSE:TARACHAND
TARAPUR,TARAPUR,,NSE:TARAPUR
TARC,TARC,,NSE:TARC
TARIL,TARIL,,NSE:TARIL
TARMAT,TARMAT,,NSE:TARMAT
TARSONS,TARSONS,,NSE:TARSONS
TASTYBITE,TASTYBITE,,NSE:TASTYBITE
TATACAP,TATACAP,,NSE:TATACAP
TATACHEM,TATACHEM,,NSE:TATACHEM
TATACOMM,TATACOMM,,NSE:TATACOMM
TATACONSUM,TATACONSUM,,NSE:TATACONSUM
TATAELXSI,TATAELXSI,,NSE:TATAELXSI
TATAINVEST,TATAINVEST,,NSE:TATAINVEST
TATAPOWER,TATAPOWER,,NSE:TATAPOWER
TATASTEEL,TATASTEEL,,NSE:TATASTEEL
TATATECH,TATATECH,,NSE:TATATECH
TATVA,TATVA,,NSE:TATVA
TBOTEK,TBOTEK,,NSE:TBOTEK
TBZ,TBZ,,NSE:TBZ
TCC,TCC,,NSE:TCC
TCI,TCI,,NSE:TCI
TCIEXP,TCIEXP,,NSE:TCIEXP
TCIFINANCE,TCIFINANCE,,NSE:TCIFINANCE
TCPLPACK,TCPLPACK,,NSE:TCPLPACK
TCS,TCS,,NSE:TCS
TDPOWERSYS,TDPOWERSYS,,NSE:TDPOWERSYS
TEAMGTY,TEAMGTY,,NSE:TEAMGTY
TEAMLEASE,TEAMLEASE,,NSE:TEAMLEASE
TECHM,TECHM,,NSE:TECHM
TECHNOE,TECHNOE,,NSE:TECHNOE
TECILCHEM,TECILCHEM,,NSE:TECILCHEM
TEGA,TEGA,,NSE:TEGA
TEJASNET,TEJASNET,,NSE:TEJASNET
TEMBO,TEMBO,,NSE:TEMBO
TENNIND,TENNIND,,NSE:TENNIND
TERASOFT,TERASOFT,,NSE:TERASOFT
TEXINFRA,TEXINFRA,,NSE:TEXINFRA
TEXMOPIPES,TEXMOPIPES,,NSE:TEXMOPIPES
TEXRAIL,TEXRAIL,,NSE:TEXRAIL
TFCILTD,TFCILTD,,NSE:TFCILTD
TFL,TFL,,NSE:TFL
TGBHOTELS,TGBHOTELS,,NSE:TGBHOTELS
THANGAMAYL,THANGAMAYL,,NSE:THANGAMAYL
THEINVEST,THEINVEST,,NSE:THEINVEST
THEJO,THEJO,,NSE:THEJO
THELEELA,THELEELA,,NSE:THELEELA
THEMISMED,THEMISMED,,NSE:THEMISMED
THERMAX,THERMAX,,NSE:THERMAX
THOMASCOOK,THOMASCOOK,,NSE:THOMASCOOK
THOMASCOTT,THOMASCOTT,,NSE:THOMASCOTT
THYROCARE,THYROCARE,,NSE:THYROCARE
TI,TI,,NSE:TI
TICL,TICL,,NSE:TICL
TIGERLOGS,TIGERLOGS,,NSE:TIGERLOGS
TIIL,TIIL,,NSE:TIIL
TIINDIA,TIINDIA,,NSE:TIINDIA
TIJARIA,TIJARIA,,NSE:TIJARIA
TIL,TIL,,NSE:TIL
TIMETECHNO,TIMETECHNO,,NSE:TIMETECHNO
TIMKEN,TIMKEN,,NSE:TIMKEN
TINNARUBR,TINNARUBR,,NSE:TINNARUBR
TIPSFILMS,TIPSFILMS,,NSE:TIPSFILMS
TIPSMUSIC,TIPSMUSIC,,NSE:TIPSMUSIC
TIRUMALCHM,TIRUMALCHM,,NSE:TIRUMALCHM
TIRUPATIFL,TIRUPATIFL,,NSE:TIRUPATIFL
TITAGARH,TITAGARH,,NSE:TITAGARH
TITAN,TITAN,,NSE:TITAN
TMB,TMB,,NSE:TMB
TMCV,TMCV,,NSE:TMCV
TMPV,TMPV,,NSE:TMPV
TNPETRO,TNPETRO,,NSE:TNPETRO
TNPL,TNPL,,NSE:TNPL
TNTELE,TNTELE,,NSE:TNTELE
TOKYOPLAST,TOKYOPLAST,,NSE:TOKYOPLAST
TOLINS,TOLINS,,NSE:TOLINS
TORNTPHARM,TORNTPHARM,,NSE:TORNTPHARM
TORNTPOWER,TORNTPOWER,,NSE:TORNTPOWER
TOTAL,TOTAL,,NSE:TOTAL
TOUCHWOOD,TOUCHWOOD,,NSE:TOUCHWOOD
TPHQ,TPHQ,,NSE:TPHQ
TPLPLASTEH,TPLPLASTEH,,NSE:TPLPLASTEH
TRACXN,TRACXN,,NSE:TRACXN
TRANSRAILL,TRANSRAILL,,NSE:TRANSRAILL
TRANSWORLD,TRANSWORLD,,NSE:TRANSWORLD
TRAVELFOOD,TRAVELFOOD,,NSE:TRAVELFOOD
TREEHOUSE,TREEHOUSE,,NSE:TREEHOUSE
TREJHARA,TREJHARA,,NSE:TREJHARA
TREL,TREL,,NSE:TREL
TRENT,TRENT,,NSE:TRENT
TRF,TRF,,NSE:TRF
TRIDENT,TRIDENT,,NSE:TRIDENT
TRIGYN,TRIGYN,,NSE:TRIGYN
TRITURBINE,TRITURBINE,,NSE:TRITURBINE
TRIVENI,TRIVENI,,NSE:TRIVENI
TRU,TRU,,NSE:TRU
TRUALT,TRUALT,,NSE:TRUALT
TSFINV,TSFINV,,NSE:TSFINV
TTKHLTCARE,TTKHLTCARE,,NSE:TTKHLTCARE
TTKPRESTIG,TTKPRESTIG,,NSE:TTKPRESTIG
TTL,TTL,,NSE:TTL
TTML,TTML,,NSE:TTML
TVSELECT,TVSELECT,,NSE:TVSELECT
TVSHLTD,TVSHLTD,,NSE:TVSHLTD
TVSMOTOR,TVSMOTOR,,NSE:TVSMOTOR
TVSSCS,TVSSCS,,NSE:TVSSCS
TVSSRICHAK,TVSSRICHAK,,NSE:TVSSRICHAK
TVTODAY,TVTODAY,,NSE:TVTODAY
TVVISION,TVVISION,,NSE:TVVISION
UBL,UBL,,NSE:UBL
UCAL,UCAL,,NSE:UCAL
UCOBANK,UCOBANK,,NSE:UCOBANK
UDS,UDS,,NSE:UDS
